conversion_id,user_id,conversion_ts,revenue,conversion_type
1,u000072,2024-08-02 09:00:00,70.97,Trial Started
2,u000072,2024-05-25 06:00:00,74.47,Trial Started
3,u001096,2024-10-22 01:00:00,141.2,Trial Started
4,u001096,2024-04-10 03:00:00,50.88,Trial Started
5,u000924,2024-07-23 06:00:00,38.88,Upsell
6,u000576,2024-07-04 23:00:00,71.09,Upsell
7,u000386,2024-04-18 01:00:00,78.14,Upsell
8,u000775,2024-01-28 06:00:00,88.84,Paid Signup
9,u001388,2024-01-03 07:00:00,35.75,Paid Signup
10,u000797,2024-11-06 14:00:00,57.22,Upsell
11,u001124,2024-06-02 09:00:00,76.79,Upsell
12,u001148,2024-06-17 13:00:00,60.1,Paid Signup
13,u001673,2024-10-03 18:00:00,72.5,Trial Started
14,u000555,2024-02-05 16:00:00,48.89,Trial Started
15,u000555,2024-05-16 19:00:00,62.42,Paid Signup
16,u000439,2024-02-04 05:00:00,60.95,Paid Signup
17,u000439,2024-02-17 05:00:00,27.04,Paid Signup
18,u000682,2024-05-20 10:00:00,69.28,Upsell
19,u001568,2024-07-08 21:00:00,55.31,Trial Started
20,u001012,2024-05-13 17:00:00,65.81,Trial Started
21,u001482,2024-01-29 04:00:00,57.43,Paid Signup
22,u001777,2024-09-18 03:00:00,26.08,Upsell
23,u000479,2024-02-14 10:00:00,46.98,Trial Started
24,u000445,2024-03-11 08:00:00,38.7,Trial Started
25,u000280,2024-04-08 20:00:00,89.77,Paid Signup
26,u000866,2024-10-27 22:00:00,59.84,Paid Signup
27,u000866,2024-08-26 01:00:00,41.23,Upsell
28,u001103,2024-06-15 14:00:00,34.52,Trial Started
29,u000738,2024-02-23 08:00:00,83.59,Trial Started
30,u000738,2024-04-11 03:00:00,94.36,Trial Started
31,u000532,2024-01-22 18:00:00,43.88,Paid Signup
32,u001250,2024-02-04 04:00:00,137.35,Upsell
33,u001250,2024-06-28 01:00:00,21.52,Trial Started
34,u001048,2024-06-20 05:00:00,34.54,Trial Started
35,u001309,2024-09-12 18:00:00,77.47,Upsell
36,u001460,2024-08-22 11:00:00,67.59,Trial Started
37,u001749,2024-08-31 18:00:00,81.88,Upsell
38,u001749,2024-07-13 15:00:00,128.98,Paid Signup
39,u000614,2024-02-23 03:00:00,74.96,Paid Signup
40,u000766,2024-01-17 20:00:00,106.55,Upsell
41,u000766,2024-05-28 18:00:00,81.61,Upsell
42,u001787,2024-07-17 20:00:00,68.82,Trial Started
43,u001787,2024-05-24 04:00:00,48.21,Upsell
44,u000279,2024-04-11 09:00:00,23.9,Trial Started
45,u000279,2024-06-21 21:00:00,39.95,Trial Started
46,u000079,2024-03-10 18:00:00,70.32,Trial Started
47,u000667,2024-04-12 16:00:00,100.02,Upsell
48,u000667,2024-01-21 18:00:00,44.8,Upsell
49,u000681,2024-10-03 20:00:00,19.93,Upsell
50,u000681,2024-07-01 03:00:00,61.49,Trial Started
51,u001291,2024-07-04 13:00:00,81.57,Upsell
52,u001013,2024-08-24 21:00:00,70.54,Trial Started
53,u000163,2024-02-22 22:00:00,87.35,Upsell
54,u001542,2024-09-26 17:00:00,83.57,Trial Started
55,u001246,2024-04-27 22:00:00,94.97,Paid Signup
56,u001053,2024-03-23 05:00:00,66.79,Paid Signup
57,u001053,2024-05-26 23:00:00,99.17,Paid Signup
58,u001682,2024-02-06 21:00:00,89.91,Paid Signup
59,u000976,2024-06-26 23:00:00,71.68,Paid Signup
60,u000410,2024-02-10 13:00:00,63.79,Paid Signup
61,u001151,2024-03-27 10:00:00,52.65,Paid Signup
62,u000498,2024-10-08 22:00:00,140.51,Trial Started
63,u000498,2024-05-02 19:00:00,44.9,Trial Started
64,u001588,2024-01-15 15:00:00,210.48,Paid Signup
65,u001588,2024-07-12 12:00:00,68.07,Paid Signup
66,u000679,2024-09-15 19:00:00,58.64,Upsell
67,u001190,2024-08-26 11:00:00,34.87,Trial Started
68,u001071,2024-10-11 21:00:00,80.25,Upsell
69,u001528,2024-03-09 15:00:00,40.48,Trial Started
70,u001528,2024-02-22 00:00:00,72.66,Trial Started
71,u001759,2024-05-07 06:00:00,41.77,Paid Signup
72,u000960,2024-04-25 18:00:00,50.48,Trial Started
73,u000776,2024-02-02 06:00:00,35.27,Trial Started
74,u000776,2024-12-17 21:00:00,175.21,Paid Signup
75,u001486,2024-07-23 03:00:00,112.08,Trial Started
76,u001486,2024-03-25 14:00:00,68.45,Paid Signup
77,u000503,2024-03-19 12:00:00,45.04,Upsell
78,u001336,2024-11-17 22:00:00,62.3,Upsell
79,u001336,2024-02-03 01:00:00,79.69,Trial Started
80,u000818,2024-12-04 09:00:00,48.5,Trial Started
81,u001095,2024-09-04 11:00:00,81.42,Trial Started
82,u001375,2024-10-02 10:00:00,127.77,Upsell
83,u001303,2024-07-01 04:00:00,32.77,Upsell
84,u001303,2024-02-26 19:00:00,70.09,Trial Started
85,u000193,2024-03-28 02:00:00,56.59,Paid Signup
86,u001182,2024-06-27 23:00:00,28.26,Paid Signup
87,u001119,2024-04-29 00:00:00,76.47,Upsell
88,u001119,2024-02-22 21:00:00,73.69,Trial Started
89,u000076,2024-04-04 10:00:00,97.12,Paid Signup
90,u000839,2024-01-28 23:00:00,65.72,Trial Started
91,u000839,2024-03-08 20:00:00,32.61,Paid Signup
92,u000127,2024-03-22 12:00:00,129.98,Trial Started
93,u001341,2024-05-03 23:00:00,40.58,Trial Started
94,u001642,2024-01-10 04:00:00,66.59,Paid Signup
95,u000606,2024-02-01 22:00:00,81.59,Paid Signup
96,u000826,2024-09-10 04:00:00,66.52,Paid Signup
97,u000632,2024-11-26 03:00:00,51.83,Upsell
98,u000214,2024-10-26 16:00:00,38.43,Paid Signup
99,u000214,2024-06-13 08:00:00,78.01,Upsell
100,u000559,2024-09-07 16:00:00,54.01,Trial Started
101,u000846,2024-05-06 17:00:00,43.59,Upsell
102,u000846,2024-03-16 19:00:00,58.7,Trial Started
103,u001790,2024-07-06 04:00:00,102.53,Upsell
104,u001790,2024-05-27 22:00:00,163.14,Trial Started
105,u000526,2024-02-15 08:00:00,71.99,Paid Signup
106,u000380,2024-11-16 15:00:00,38.47,Upsell
107,u000902,2024-11-13 18:00:00,54.44,Upsell
108,u000946,2024-07-01 14:00:00,76.88,Upsell
109,u001566,2024-11-22 23:00:00,35.69,Upsell
110,u001566,2024-02-15 14:00:00,127.09,Upsell
111,u001227,2024-03-29 02:00:00,54.76,Upsell
112,u001465,2024-08-03 06:00:00,34.42,Paid Signup
113,u001404,2024-08-02 13:00:00,148.21,Upsell
114,u000232,2024-10-20 09:00:00,49.19,Paid Signup
115,u000831,2024-10-08 12:00:00,63.42,Upsell
116,u000147,2024-03-02 01:00:00,61.94,Paid Signup
117,u001679,2024-12-12 14:00:00,83.1,Upsell
118,u001470,2024-07-20 00:00:00,77.15,Paid Signup
119,u000909,2024-11-09 21:00:00,100.69,Trial Started
120,u001760,2024-12-20 11:00:00,94.93,Paid Signup
121,u001622,2024-06-14 09:00:00,43.27,Upsell
122,u000535,2024-07-14 18:00:00,150.67,Trial Started
123,u000461,2024-10-12 12:00:00,88.36,Upsell
124,u001552,2024-03-02 17:00:00,75.05,Trial Started
125,u000992,2024-08-31 09:00:00,45.56,Upsell
126,u001644,2024-10-09 07:00:00,50.04,Trial Started
127,u001522,2024-06-21 17:00:00,34.58,Upsell
128,u001773,2024-01-29 19:00:00,105.52,Paid Signup
129,u001179,2024-09-27 09:00:00,52.82,Upsell
130,u000085,2024-03-16 23:00:00,51.81,Trial Started
131,u000085,2024-05-11 08:00:00,44.25,Trial Started
132,u001163,2024-01-21 02:00:00,68.78,Upsell
133,u000190,2024-11-20 06:00:00,55.5,Upsell
134,u000959,2024-11-07 08:00:00,64.55,Trial Started
135,u001242,2024-01-30 10:00:00,38.79,Trial Started
136,u000377,2024-02-05 18:00:00,127.75,Upsell
137,u000189,2024-02-03 17:00:00,92.06,Trial Started
138,u000307,2024-07-03 00:00:00,82.93,Paid Signup
139,u001107,2024-08-06 06:00:00,71.01,Upsell
140,u001475,2024-11-16 04:00:00,107.27,Paid Signup
141,u000840,2024-05-15 17:00:00,69.42,Trial Started
142,u001406,2024-09-20 00:00:00,78.72,Trial Started
143,u001136,2024-03-18 10:00:00,51.82,Paid Signup
144,u001610,2024-04-27 02:00:00,77.3,Trial Started
145,u000035,2024-12-27 11:00:00,56.35,Paid Signup
146,u000139,2024-06-22 22:00:00,108.56,Trial Started
147,u000139,2024-12-05 03:00:00,68.22,Trial Started
148,u001735,2024-09-02 09:00:00,95.89,Trial Started
149,u001735,2024-10-11 00:00:00,114.45,Upsell
150,u000123,2024-01-28 10:00:00,57.46,Upsell
151,u001174,2024-03-16 15:00:00,111.84,Upsell
152,u001174,2024-06-21 08:00:00,47.72,Paid Signup
153,u001565,2024-11-23 01:00:00,46.86,Trial Started
154,u001565,2024-05-13 01:00:00,53.87,Paid Signup
155,u000181,2024-11-04 12:00:00,88.11,Trial Started
156,u000794,2024-03-24 12:00:00,94.69,Trial Started
157,u000794,2024-01-10 21:00:00,76.1,Upsell
158,u000100,2024-05-17 00:00:00,91.24,Upsell
159,u001232,2024-05-03 04:00:00,46.19,Paid Signup
160,u001232,2024-08-30 02:00:00,63.29,Paid Signup
161,u001758,2024-06-28 12:00:00,47.47,Paid Signup
162,u000845,2024-11-22 18:00:00,78.65,Trial Started
163,u001436,2024-10-28 04:00:00,90.7,Paid Signup
164,u001436,2024-11-08 11:00:00,80.12,Upsell
165,u001602,2024-06-05 21:00:00,45.33,Upsell
166,u000202,2024-01-04 01:00:00,56.04,Upsell
167,u000590,2024-03-12 16:00:00,89.1,Paid Signup
168,u001058,2024-02-09 11:00:00,98.65,Upsell
169,u000040,2024-05-09 06:00:00,29.74,Upsell
170,u001456,2024-04-16 19:00:00,48.76,Upsell
171,u000602,2024-01-20 09:00:00,46.31,Trial Started
172,u000602,2024-09-25 01:00:00,50.12,Trial Started
173,u000048,2024-12-10 19:00:00,72.51,Upsell
174,u001428,2024-12-23 04:00:00,78.0,Upsell
175,u001611,2024-06-19 06:00:00,60.12,Trial Started
176,u001424,2024-08-10 00:00:00,137.67,Paid Signup
177,u000060,2024-11-22 01:00:00,79.01,Paid Signup
178,u000060,2024-12-07 06:00:00,41.64,Paid Signup
179,u000651,2024-10-08 12:00:00,89.94,Upsell
180,u000337,2024-12-15 22:00:00,160.57,Trial Started
181,u000152,2024-02-14 12:00:00,44.92,Upsell
182,u001800,2024-07-14 13:00:00,18.8,Upsell
183,u001169,2024-04-09 08:00:00,88.72,Trial Started
184,u000726,2024-10-03 15:00:00,35.65,Trial Started
185,u001417,2024-08-30 19:00:00,78.74,Trial Started
186,u001537,2024-12-04 02:00:00,72.92,Paid Signup
187,u000677,2024-02-22 14:00:00,88.98,Trial Started
188,u001263,2024-11-14 17:00:00,92.91,Upsell
189,u001771,2024-11-17 08:00:00,38.03,Trial Started
190,u000097,2024-03-06 08:00:00,59.99,Paid Signup
191,u000097,2024-07-30 12:00:00,74.8,Paid Signup
192,u001378,2024-06-04 10:00:00,65.8,Upsell
193,u000701,2024-05-18 10:00:00,91.7,Upsell
194,u000875,2024-03-14 06:00:00,103.16,Paid Signup
195,u000653,2024-08-31 15:00:00,101.82,Paid Signup
196,u001722,2024-10-25 18:00:00,42.42,Trial Started
197,u001506,2024-08-03 19:00:00,94.19,Paid Signup
198,u001278,2024-04-19 10:00:00,63.81,Paid Signup
199,u000229,2024-01-08 22:00:00,63.0,Trial Started
200,u000350,2024-10-11 12:00:00,120.79,Upsell
201,u001778,2024-01-31 23:00:00,77.0,Upsell
202,u001067,2024-07-30 11:00:00,51.81,Paid Signup
203,u001067,2024-06-01 19:00:00,35.11,Paid Signup
204,u000745,2024-05-30 22:00:00,50.11,Trial Started
205,u000745,2024-10-27 19:00:00,59.87,Upsell
206,u000993,2024-02-29 09:00:00,57.2,Trial Started
207,u000993,2024-01-17 11:00:00,97.04,Trial Started
208,u000326,2024-02-19 08:00:00,51.89,Trial Started
209,u000326,2024-04-02 16:00:00,110.56,Upsell
210,u000462,2024-10-31 23:00:00,52.45,Upsell
211,u001613,2024-09-27 16:00:00,131.75,Paid Signup
212,u000027,2024-03-07 23:00:00,32.44,Paid Signup
213,u001689,2024-01-31 12:00:00,54.58,Trial Started
214,u001687,2024-08-12 15:00:00,91.82,Trial Started
215,u001687,2024-04-03 17:00:00,129.54,Trial Started
216,u001476,2024-06-10 06:00:00,45.94,Paid Signup
217,u001747,2024-03-15 10:00:00,83.72,Paid Signup
218,u000994,2024-11-17 16:00:00,68.67,Trial Started
219,u001284,2024-12-12 11:00:00,62.03,Paid Signup
220,u000488,2024-02-18 06:00:00,49.85,Trial Started
221,u001369,2024-07-06 12:00:00,50.64,Paid Signup
222,u001653,2024-05-22 22:00:00,87.53,Paid Signup
223,u001019,2024-09-01 06:00:00,49.01,Upsell
224,u001305,2024-08-16 16:00:00,82.48,Paid Signup
225,u000215,2024-07-31 14:00:00,62.66,Paid Signup
226,u000215,2024-03-15 23:00:00,33.63,Trial Started
227,u001314,2024-07-18 00:00:00,64.46,Upsell
228,u000500,2024-08-19 22:00:00,85.78,Paid Signup
229,u000088,2024-03-04 01:00:00,56.06,Trial Started
230,u000553,2024-12-30 12:00:00,58.73,Paid Signup
231,u001253,2024-11-23 05:00:00,93.43,Trial Started
232,u000525,2024-03-24 04:00:00,78.23,Paid Signup
233,u000564,2024-03-31 11:00:00,45.53,Paid Signup
234,u000418,2024-10-04 21:00:00,76.03,Upsell
235,u000418,2024-09-15 20:00:00,124.17,Paid Signup
236,u000336,2024-10-27 13:00:00,115.1,Upsell
237,u001052,2024-07-13 07:00:00,90.46,Trial Started
238,u000387,2024-04-29 08:00:00,102.82,Trial Started
239,u000387,2024-04-24 23:00:00,58.95,Upsell
240,u001028,2024-06-05 09:00:00,65.25,Paid Signup
241,u001671,2024-06-09 07:00:00,41.56,Upsell
242,u000717,2024-06-13 18:00:00,80.45,Trial Started
243,u000912,2024-08-27 11:00:00,168.26,Trial Started
244,u001060,2024-08-03 10:00:00,80.15,Upsell
245,u001079,2024-07-02 19:00:00,77.42,Trial Started
246,u001079,2024-02-22 15:00:00,107.48,Upsell
247,u001499,2024-05-25 01:00:00,93.06,Trial Started
248,u001499,2024-08-17 13:00:00,85.36,Paid Signup
249,u000764,2024-05-12 10:00:00,77.59,Trial Started
250,u000742,2024-07-29 03:00:00,26.4,Upsell
251,u000477,2024-07-20 00:00:00,44.72,Paid Signup
252,u000477,2024-10-13 13:00:00,65.56,Trial Started
253,u000051,2024-06-09 01:00:00,89.59,Paid Signup
254,u000051,2024-12-01 05:00:00,39.89,Upsell
255,u000990,2024-11-30 23:00:00,71.4,Trial Started
256,u000101,2024-08-02 21:00:00,102.46,Trial Started
257,u000862,2024-07-03 19:00:00,111.28,Upsell
258,u000092,2024-06-09 23:00:00,64.09,Paid Signup
259,u000092,2024-03-17 17:00:00,34.5,Upsell
260,u000841,2024-12-15 03:00:00,40.19,Paid Signup
261,u000841,2024-06-02 18:00:00,48.24,Trial Started
262,u000932,2024-07-18 16:00:00,59.8,Upsell
263,u000505,2024-02-02 04:00:00,45.11,Paid Signup
264,u000505,2024-03-12 11:00:00,90.4,Trial Started
265,u001399,2024-07-29 12:00:00,59.14,Paid Signup
266,u001399,2024-08-17 08:00:00,53.39,Upsell
267,u000713,2024-06-11 14:00:00,95.72,Trial Started
268,u000520,2024-05-24 17:00:00,58.26,Trial Started
269,u001225,2024-03-01 00:00:00,101.51,Upsell
270,u000538,2024-02-09 18:00:00,171.75,Upsell
271,u000610,2024-04-27 07:00:00,66.75,Trial Started
272,u000889,2024-02-13 20:00:00,41.21,Upsell
273,u000803,2024-11-06 15:00:00,98.55,Paid Signup
274,u000803,2024-10-23 17:00:00,98.07,Trial Started
275,u001262,2024-12-30 03:00:00,106.97,Trial Started
276,u001074,2024-08-10 17:00:00,49.07,Trial Started
277,u001074,2024-10-17 19:00:00,28.7,Trial Started
278,u000854,2024-10-25 12:00:00,68.34,Trial Started
279,u000317,2024-05-25 10:00:00,73.98,Paid Signup
280,u001529,2024-07-19 23:00:00,41.07,Trial Started
281,u000006,2024-12-13 05:00:00,49.1,Trial Started
282,u000006,2024-01-16 23:00:00,75.23,Upsell
283,u001245,2024-12-11 08:00:00,61.16,Upsell
284,u001502,2024-09-19 17:00:00,76.79,Paid Signup
285,u000192,2024-09-01 04:00:00,123.31,Trial Started
286,u000289,2024-06-08 21:00:00,55.57,Trial Started
287,u000436,2024-08-30 20:00:00,69.63,Paid Signup
288,u000436,2024-03-27 03:00:00,69.72,Upsell
289,u000156,2024-05-24 14:00:00,81.97,Trial Started
290,u000230,2024-10-29 19:00:00,34.86,Paid Signup
291,u001091,2024-08-29 07:00:00,103.52,Paid Signup
292,u000011,2024-02-20 08:00:00,156.08,Paid Signup
293,u000011,2024-12-27 19:00:00,81.77,Upsell
294,u001477,2024-07-17 04:00:00,73.38,Paid Signup
295,u001477,2024-04-20 09:00:00,48.38,Paid Signup
296,u001605,2024-06-21 04:00:00,71.2,Trial Started
297,u000596,2024-10-24 16:00:00,45.85,Paid Signup
298,u000827,2024-06-14 18:00:00,120.65,Trial Started
299,u000829,2024-11-11 01:00:00,64.82,Upsell
300,u001426,2024-01-02 14:00:00,229.81,Upsell
301,u001481,2024-01-09 08:00:00,69.93,Upsell
302,u001659,2024-09-06 18:00:00,62.85,Paid Signup
303,u000853,2024-01-23 06:00:00,116.27,Paid Signup
304,u000007,2024-08-24 00:00:00,65.34,Upsell
305,u001776,2024-09-18 19:00:00,90.25,Paid Signup
306,u001574,2024-07-14 09:00:00,54.01,Upsell
307,u001574,2024-05-19 15:00:00,94.97,Upsell
308,u001425,2024-10-11 02:00:00,95.46,Upsell
309,u000244,2024-05-08 19:00:00,49.56,Upsell
310,u000940,2024-10-05 10:00:00,139.37,Upsell
311,u000977,2024-04-24 06:00:00,98.09,Upsell
312,u000575,2024-07-17 20:00:00,62.64,Upsell
313,u001186,2024-06-23 02:00:00,76.23,Trial Started
314,u001186,2024-04-11 01:00:00,93.9,Trial Started
315,u001249,2024-12-01 20:00:00,58.84,Trial Started
316,u001765,2024-05-31 10:00:00,50.43,Upsell
317,u001691,2024-03-16 21:00:00,143.93,Upsell
318,u000733,2024-10-29 15:00:00,42.47,Trial Started
319,u000554,2024-03-21 08:00:00,61.9,Upsell
320,u001413,2024-10-17 05:00:00,141.6,Upsell
321,u000584,2024-07-27 20:00:00,115.86,Trial Started
322,u001748,2024-06-17 08:00:00,52.07,Trial Started
323,u000809,2024-06-06 20:00:00,91.54,Paid Signup
324,u000957,2024-03-31 02:00:00,43.85,Paid Signup
325,u001508,2024-03-25 09:00:00,101.73,Paid Signup
326,u000325,2024-04-24 05:00:00,71.54,Trial Started
327,u000466,2024-11-21 02:00:00,72.89,Paid Signup
328,u000137,2024-08-19 19:00:00,57.63,Trial Started
329,u000582,2024-08-03 12:00:00,57.2,Paid Signup
330,u000582,2024-05-10 05:00:00,114.09,Upsell
331,u001443,2024-04-10 11:00:00,75.95,Trial Started
332,u000999,2024-12-29 19:00:00,39.62,Upsell
333,u000135,2024-01-23 02:00:00,57.95,Trial Started
334,u000805,2024-09-21 03:00:00,65.37,Trial Started
335,u000644,2024-02-06 13:00:00,123.96,Trial Started
336,u000239,2024-10-27 10:00:00,77.03,Upsell
337,u000045,2024-03-03 04:00:00,55.05,Upsell
338,u001391,2024-01-24 17:00:00,89.66,Trial Started
339,u001770,2024-02-26 18:00:00,51.28,Trial Started
340,u001770,2024-06-07 18:00:00,26.74,Trial Started
341,u001322,2024-12-18 04:00:00,60.56,Trial Started
342,u000680,2024-09-28 18:00:00,64.17,Trial Started
343,u000316,2024-03-01 12:00:00,51.76,Paid Signup
344,u000118,2024-08-05 15:00:00,43.51,Paid Signup
345,u000855,2024-02-09 01:00:00,55.98,Paid Signup
346,u000636,2024-06-28 00:00:00,78.24,Trial Started
347,u001614,2024-02-01 04:00:00,78.19,Trial Started
348,u000675,2024-07-10 14:00:00,55.04,Trial Started
349,u001324,2024-01-11 05:00:00,36.94,Upsell
350,u000372,2024-10-22 03:00:00,98.75,Paid Signup
351,u000171,2024-11-03 01:00:00,47.81,Upsell
352,u000720,2024-03-12 17:00:00,68.71,Paid Signup
353,u000720,2024-07-13 16:00:00,63.66,Paid Signup
354,u000437,2024-08-16 12:00:00,42.24,Paid Signup
355,u000008,2024-04-21 19:00:00,52.98,Trial Started
356,u000774,2024-06-14 09:00:00,80.02,Trial Started
357,u000774,2024-08-18 10:00:00,62.26,Trial Started
358,u000269,2024-01-05 04:00:00,58.95,Paid Signup
359,u000484,2024-08-19 12:00:00,61.65,Paid Signup
360,u000484,2024-05-27 12:00:00,59.28,Trial Started
361,u000565,2024-11-15 00:00:00,90.71,Trial Started
362,u000626,2024-11-18 08:00:00,69.05,Paid Signup
363,u001086,2024-09-17 20:00:00,74.04,Upsell
364,u001086,2024-05-25 19:00:00,45.88,Trial Started
365,u000485,2024-06-09 13:00:00,56.59,Upsell
366,u001047,2024-08-24 14:00:00,57.93,Paid Signup
367,u001492,2024-04-26 20:00:00,83.35,Upsell
368,u000494,2024-11-15 08:00:00,104.4,Upsell
369,u001027,2024-01-02 02:00:00,90.3,Paid Signup
370,u001087,2024-07-02 19:00:00,148.83,Paid Signup
371,u001087,2024-07-20 08:00:00,91.72,Upsell
372,u001713,2024-07-05 08:00:00,58.58,Trial Started
373,u001713,2024-09-06 18:00:00,108.37,Upsell
374,u000857,2024-06-03 12:00:00,46.61,Paid Signup
375,u001282,2024-02-20 08:00:00,57.72,Upsell
376,u001736,2024-12-07 11:00:00,88.78,Trial Started
377,u001789,2024-12-14 20:00:00,73.67,Upsell
378,u001746,2024-02-15 11:00:00,59.74,Paid Signup
379,u001496,2024-02-13 23:00:00,73.4,Paid Signup
380,u001774,2024-07-09 23:00:00,62.84,Upsell
381,u001218,2024-10-16 04:00:00,145.47,Paid Signup
382,u001218,2024-01-11 03:00:00,78.56,Paid Signup
383,u000832,2024-10-13 23:00:00,77.27,Paid Signup
384,u000690,2024-06-01 09:00:00,103.42,Trial Started
385,u000740,2024-09-23 04:00:00,51.42,Upsell
386,u000740,2024-12-20 19:00:00,44.56,Trial Started
387,u000609,2024-04-15 17:00:00,109.02,Trial Started
388,u000595,2024-07-18 03:00:00,65.31,Paid Signup
389,u001226,2024-03-29 19:00:00,48.29,Trial Started
390,u001005,2024-10-07 18:00:00,85.42,Trial Started
391,u000748,2024-03-08 02:00:00,106.13,Upsell
392,u001283,2024-10-02 02:00:00,52.65,Trial Started
393,u001173,2024-02-16 05:00:00,86.4,Upsell
394,u001439,2024-03-17 09:00:00,136.42,Paid Signup
395,u001439,2024-09-10 17:00:00,42.67,Paid Signup
396,u000446,2024-07-14 07:00:00,41.81,Trial Started
397,u000446,2024-02-16 22:00:00,42.75,Upsell
398,u000985,2024-12-14 00:00:00,69.28,Upsell
399,u000474,2024-06-08 02:00:00,100.65,Trial Started
400,u000688,2024-07-10 09:00:00,193.82,Upsell
401,u000141,2024-08-31 17:00:00,52.92,Upsell
402,u001524,2024-12-17 03:00:00,39.5,Paid Signup
403,u000014,2024-06-24 08:00:00,41.4,Upsell
404,u001275,2024-07-06 16:00:00,37.77,Trial Started
405,u000322,2024-09-29 09:00:00,71.45,Paid Signup
406,u000347,2024-04-04 13:00:00,56.75,Trial Started
407,u001633,2024-05-19 14:00:00,92.88,Paid Signup
408,u001667,2024-10-04 17:00:00,63.67,Trial Started
409,u000236,2024-12-17 05:00:00,47.2,Paid Signup
410,u001533,2024-02-11 23:00:00,32.83,Upsell
411,u001452,2024-03-23 20:00:00,65.27,Upsell
412,u000444,2024-06-30 12:00:00,45.92,Paid Signup
413,u000444,2024-04-30 12:00:00,76.68,Upsell
414,u001672,2024-02-07 00:00:00,113.06,Trial Started
415,u000482,2024-06-05 09:00:00,79.87,Paid Signup
416,u001652,2024-06-13 17:00:00,73.74,Paid Signup
417,u001652,2024-04-20 17:00:00,65.57,Trial Started
418,u001156,2024-03-30 21:00:00,87.26,Trial Started
419,u000222,2024-05-10 01:00:00,82.73,Upsell
420,u001546,2024-12-17 18:00:00,64.32,Upsell
421,u000989,2024-10-30 09:00:00,56.42,Upsell
422,u000926,2024-02-23 03:00:00,124.86,Upsell
423,u001779,2024-06-17 15:00:00,170.59,Upsell
424,u000698,2024-10-03 21:00:00,84.07,Upsell
425,u001408,2024-03-28 14:00:00,63.29,Trial Started
426,u000349,2024-09-01 07:00:00,90.04,Trial Started
427,u000349,2024-07-11 19:00:00,83.44,Upsell
428,u001366,2024-07-20 01:00:00,130.0,Trial Started
429,u000778,2024-06-20 15:00:00,56.8,Upsell
430,u000778,2024-04-24 07:00:00,69.26,Paid Signup
431,u001192,2024-11-06 12:00:00,97.29,Paid Signup
432,u000077,2024-01-21 00:00:00,123.85,Trial Started
433,u000428,2024-02-13 02:00:00,82.72,Paid Signup
